rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
1424,370918,TN_high_below_threshold,8.914240837,0,0,,35,8.914240837,0.000000000,EVENT_EXECUTE,38698990-6ED1-5933-A201-39EB5D1ADBD9,1523625060044647791,2018-04-13 09:11:00.044648 EDT,2018-04-13 09:06:41.304653556~2018-04-13 09:21:47.664637287,dst,380007,370918,file,subject,file->subject,node 370918,node 380007,node 370918,6.000 to threshold (9.821)
1425,363224,TN_high_below_threshold,8.914240837,0,0,,29,8.914240837,0.000000000,EVENT_EXECUTE,1E8B545E-B1F9-581D-BC9E-26D2EA45DC70,1523588460085466496,2018-04-12 23:01:00.085466 EDT,2018-04-12 22:45:33.075496640~2018-04-12 23:01:00.195463526,dst,418319,363224,file,subject,file->subject,node 363224,node 418319,node 363224,6.000 to threshold (9.821)
1426,363194,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,5F0A98E3-E0E9-5B18-8795-9604602AC304,1523588400065469935,2018-04-12 23:00:00.065470 EDT,2018-04-12 22:45:33.075496640~2018-04-12 23:01:00.195463526,dst,380007,363194,file,subject,file->subject,node 363194,node 380007,node 363194,6.000 to threshold (9.821)
1427,363117,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,F39EF70A-B380-5BFC-9B1F-0077A3E25461,1523588100065476730,2018-04-12 22:55:00.065477 EDT,2018-04-12 22:45:33.075496640~2018-04-12 23:01:00.195463526,dst,380007,363117,file,subject,file->subject,node 363117,node 380007,node 363117,6.000 to threshold (9.821)
1428,362680,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,A3E1981C-920B-5D01-A6A9-37772672A61D,1523586120045517312,2018-04-12 22:22:00.045517 EDT,2018-04-12 22:14:19.425533795~2018-04-12 22:30:25.645506462,dst,380007,362680,file,subject,file->subject,node 362680,node 380007,node 362680,6.000 to threshold (9.821)
1429,362540,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,12C3252C-5C9C-56B3-BE79-B7216EF04B31,1523585460045538718,2018-04-12 22:11:00.045539 EDT,2018-04-12 21:59:10.565549888~2018-04-12 22:14:19.415527335,dst,380007,362540,file,subject,file->subject,node 362540,node 380007,node 362540,6.000 to threshold (9.821)
1430,362406,TN_high_below_threshold,8.914240837,0,0,,13,8.914240837,0.000000000,EVENT_EXECUTE,FB3A2DFD-B2CC-5D8D-AFC9-FC769CFB65E7,1523584858505553570,2018-04-12 22:00:58.505553 EDT,2018-04-12 21:59:10.565549888~2018-04-12 22:14:19.415527335,dst,403795,362406,file,subject,file->subject,node 362406,node 403795,node 362406,6.000 to threshold (9.821)
1431,362403,TN_high_below_threshold,8.914240837,0,0,,12,8.914240837,0.000000000,EVENT_EXECUTE,E6E57B0F-C209-5D7F-82F2-4DC1BD5FE9A6,1523584858455545930,2018-04-12 22:00:58.455546 EDT,2018-04-12 21:59:10.565549888~2018-04-12 22:14:19.415527335,dst,403795,362403,file,subject,file->subject,node 362403,node 403795,node 362403,6.000 to threshold (9.821)
1432,362367,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,33DBC341-1962-5D13-9BAC-B214553C43BB,1523584800135552994,2018-04-12 22:00:00.135553 EDT,2018-04-12 21:59:10.565549888~2018-04-12 22:14:19.415527335,dst,380007,362367,file,subject,file->subject,node 362367,node 380007,node 362367,6.000 to threshold (9.821)
1433,361865,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,C5C2BE24-B5BC-5C06-B159-C9173714862A,1523582520045599508,2018-04-12 21:22:00.045599 EDT,2018-04-12 21:12:20.045610480~2018-04-12 21:28:56.765596560,dst,380007,361865,file,subject,file->subject,node 361865,node 380007,node 361865,6.000 to threshold (9.821)
1434,361504,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,A6A06AED-E0AF-51DF-9306-352F8557D735,1523580900055634471,2018-04-12 20:55:00.055634 EDT,2018-04-12 20:41:32.725651821~2018-04-12 20:56:38.955631696,dst,380007,361504,file,subject,file->subject,node 361504,node 380007,node 361504,6.000 to threshold (9.821)
1435,361366,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,220F5D68-306C-5E60-A706-D41C172B5025,1523580240095648942,2018-04-12 20:44:00.095649 EDT,2018-04-12 20:41:32.725651821~2018-04-12 20:56:38.955631696,dst,380007,361366,file,subject,file->subject,node 361366,node 380007,node 361366,6.000 to threshold (9.821)
1436,360922,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,2B61038A-00D6-597D-8F58-BCD9825DBC9A,1523578260065693672,2018-04-12 20:11:00.065694 EDT,2018-04-12 19:56:04.835712147~2018-04-12 20:11:17.975692385,dst,380007,360922,file,subject,file->subject,node 360922,node 380007,node 360922,6.000 to threshold (9.821)
1437,360760,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,F53DD362-E24B-537B-92E1-CFE10553FFC0,1523577600055712727,2018-04-12 20:00:00.055713 EDT,2018-04-12 19:56:04.835712147~2018-04-12 20:11:17.975692385,dst,380007,360760,file,subject,file->subject,node 360760,node 380007,node 360760,6.000 to threshold (9.821)
1438,360683,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,A8CB8A0F-A9DD-5D98-A82E-D95643F3CC78,1523577300055714918,2018-04-12 19:55:00.055715 EDT,2018-04-12 19:40:44.095733694~2018-04-12 19:56:04.835712147,dst,380007,360683,file,subject,file->subject,node 360683,node 380007,node 360683,6.000 to threshold (9.821)
1439,360521,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,118F8E6F-3095-5310-886A-1F3428F8EB15,1523576640055727866,2018-04-12 19:44:00.055728 EDT,2018-04-12 19:40:44.095733694~2018-04-12 19:56:04.835712147,dst,380007,360521,file,subject,file->subject,node 360521,node 380007,node 360521,6.000 to threshold (9.821)
1440,360386,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,155F074B-D5D4-52EF-842C-EBD419C559B6,1523575980065744805,2018-04-12 19:33:00.065745 EDT,2018-04-12 19:25:35.835752743~2018-04-12 19:40:43.645731983,dst,380007,360386,file,subject,file->subject,node 360386,node 380007,node 360386,6.000 to threshold (9.821)
1441,359746,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,009EE6DF-DE23-566B-BD18-CFAE7EF6D2B7,1523573700065794769,2018-04-12 18:55:00.065795 EDT,2018-04-12 18:39:31.365816559~2018-04-12 18:55:02.835794509,dst,380007,359746,file,subject,file->subject,node 359746,node 380007,node 359746,6.000 to threshold (9.821)
1442,359596,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,62D6ABDC-7750-5D9A-B7A7-859473A1284B,1523573040075810228,2018-04-12 18:44:00.075810 EDT,2018-04-12 18:39:31.365816559~2018-04-12 18:55:02.835794509,dst,380007,359596,file,subject,file->subject,node 359596,node 380007,node 359596,6.000 to threshold (9.821)
1443,359237,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,BF179115-1402-50ED-B547-354A13218DC2,1523571720055839445,2018-04-12 18:22:00.055840 EDT,2018-04-12 18:07:48.175876148~2018-04-12 18:24:23.805836383,dst,380007,359237,file,subject,file->subject,node 359237,node 380007,node 359237,6.000 to threshold (9.821)
1444,359043,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,10BECFB5-6615-5D48-A945-F449D35AE64E,1523571060065856937,2018-04-12 18:11:00.065857 EDT,2018-04-12 18:07:48.175876148~2018-04-12 18:24:23.805836383,dst,380007,359043,file,subject,file->subject,node 359043,node 380007,node 359043,6.000 to threshold (9.821)
1445,358575,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,5B8FE594-6B84-563A-BEC3-59375A9A0051,1523569440065892421,2018-04-12 17:44:00.065892 EDT,2018-04-12 17:36:17.285903285~2018-04-12 17:51:42.615885511,dst,380007,358575,file,subject,file->subject,node 358575,node 380007,node 358575,6.000 to threshold (9.821)
1446,357956,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,758A6F17-D742-5021-B9AA-55E139DD71F9,1523567460045934139,2018-04-12 17:11:00.045934 EDT,2018-04-12 17:05:55.795941278~2018-04-12 17:21:05.365925270,dst,380007,357956,file,subject,file->subject,node 357956,node 380007,node 357956,6.000 to threshold (9.821)
1447,357463,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,06F39722-321D-55B1-9F9D-A4EDA1852C5A,1523565840035974326,2018-04-12 16:44:00.035974 EDT,2018-04-12 16:34:30.515983014~2018-04-12 16:50:21.575959410,dst,380007,357463,file,subject,file->subject,node 357463,node 380007,node 357463,6.000 to threshold (9.821)
1448,356965,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,D669D119-95F1-54EB-927F-3D69A8E6B4C7,1523563860046018025,2018-04-12 16:11:00.046018 EDT,2018-04-12 16:03:15.326027419~2018-04-12 16:18:45.386004266,dst,380007,356965,file,subject,file->subject,node 356965,node 380007,node 356965,6.000 to threshold (9.821)
1449,356797,TN_high_below_threshold,8.914240837,0,0,,14,8.914240837,0.000000000,EVENT_EXECUTE,E406B3B9-A59A-562C-887F-D9A957FC35F2,1523563258806028996,2018-04-12 16:00:58.806029 EDT,2018-04-12 15:48:07.306047378~2018-04-12 16:03:15.326027419,dst,403795,356797,file,subject,file->subject,node 356797,node 403795,node 356797,6.000 to threshold (9.821)
1450,356794,TN_high_below_threshold,8.914240837,0,0,,12,8.914240837,0.000000000,EVENT_EXECUTE,85EFBA31-6E85-52DE-9691-39C9B739F8B7,1523563258686037046,2018-04-12 16:00:58.686037 EDT,2018-04-12 15:48:07.306047378~2018-04-12 16:03:15.326027419,dst,403795,356794,file,subject,file->subject,node 356794,node 403795,node 356794,6.000 to threshold (9.821)
1451,356773,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,4C25619F-C559-588D-989B-E4467F58A11B,1523563200056040787,2018-04-12 16:00:00.056041 EDT,2018-04-12 15:48:07.306047378~2018-04-12 16:03:15.326027419,dst,380007,356773,file,subject,file->subject,node 356773,node 380007,node 356773,6.000 to threshold (9.821)
1452,356706,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,35AADBA0-7E6C-5578-BB75-58412AF8987F,1523562900056038649,2018-04-12 15:55:00.056039 EDT,2018-04-12 15:48:07.306047378~2018-04-12 16:03:15.326027419,dst,380007,356706,file,subject,file->subject,node 356706,node 380007,node 356706,6.000 to threshold (9.821)
1453,355925,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,40AC1608-F41F-5D13-8DD5-E0450727F3EC,1523559300066120675,2018-04-12 14:55:00.066121 EDT,2018-04-12 14:44:35.736129871~2018-04-12 14:59:43.346113374,dst,380007,355925,file,subject,file->subject,node 355925,node 380007,node 355925,6.000 to threshold (9.821)
1454,355767,TN_high_below_threshold,8.914240837,0,0,,40,8.914240837,0.000000000,EVENT_EXECUTE,C48D48F6-04C5-51E3-B283-A6EFA3F44CB3,1523558640086134624,2018-04-12 14:44:00.086135 EDT,2018-04-12 14:28:28.046151550~2018-04-12 14:44:35.716129239,dst,380007,355767,file,subject,file->subject,node 355767,node 380007,node 355767,6.000 to threshold (9.821)
1455,355537,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,3107AE62-0C4C-5569-A4E2-94893473677E,1523557980046154359,2018-04-12 14:33:00.046154 EDT,2018-04-12 14:28:28.046151550~2018-04-12 14:44:35.716129239,dst,380007,355537,file,subject,file->subject,node 355537,node 380007,node 355537,6.000 to threshold (9.821)
1456,355376,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,991C2991-DB86-557F-BBEA-A058E4C31A61,1523557320046160709,2018-04-12 14:22:00.046161 EDT,2018-04-12 14:12:42.266175773~2018-04-12 14:28:28.046151550,dst,380007,355376,file,subject,file->subject,node 355376,node 380007,node 355376,6.000 to threshold (9.821)
1457,354772,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,10BDA551-2BB4-5BAA-9BD4-31733CF1E409,1523555700066201545,2018-04-12 13:55:00.066201 EDT,2018-04-12 13:42:03.776223811~2018-04-12 13:57:11.476196533,dst,380007,354772,file,subject,file->subject,node 354772,node 380007,node 354772,6.000 to threshold (9.821)
1458,354613,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,A60D5C7D-6BEB-5C54-8B37-B42F96C07DBD,1523555040056211999,2018-04-12 13:44:00.056212 EDT,2018-04-12 13:42:03.776223811~2018-04-12 13:57:11.476196533,dst,380007,354613,file,subject,file->subject,node 354613,node 380007,node 354613,6.000 to threshold (9.821)
1459,354186,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,66FBD8C0-1D1F-514F-95DD-BA638468BC58,1523553720076240554,2018-04-12 13:22:00.076241 EDT,2018-04-12 13:11:49.036255211~2018-04-12 13:26:55.976234600,dst,380007,354186,file,subject,file->subject,node 354186,node 380007,node 354186,6.000 to threshold (9.821)
1460,354029,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,67DD3351-FB0B-5125-B6AE-0402C022C902,1523553060056263866,2018-04-12 13:11:00.056264 EDT,2018-04-12 12:56:38.676274949~2018-04-12 13:11:49.026256450,dst,380007,354029,file,subject,file->subject,node 354029,node 380007,node 354029,6.000 to threshold (9.821)
1461,353833,TN_high_below_threshold,8.914240837,0,0,,35,8.914240837,0.000000000,EVENT_EXECUTE,88F528EF-881B-5C0C-9582-13D1EF45C9BF,1523552400056272577,2018-04-12 13:00:00.056273 EDT,2018-04-12 12:56:38.676274949~2018-04-12 13:11:49.026256450,dst,380007,353833,file,subject,file->subject,node 353833,node 380007,node 353833,6.000 to threshold (9.821)
1462,352768,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,1676A463-36D4-57B3-95FB-354EF58725DA,1523547840046377528,2018-04-12 11:44:00.046377 EDT,2018-04-12 11:39:01.286378765~2018-04-12 11:54:11.446358030,dst,380007,352768,file,subject,file->subject,node 352768,node 380007,node 352768,6.000 to threshold (9.821)
1463,352603,TN_high_below_threshold,8.914240837,0,0,,35,8.914240837,0.000000000,EVENT_EXECUTE,F2079251-66EA-5C29-AD25-57F308AB3785,1523547180056388952,2018-04-12 11:33:00.056389 EDT,2018-04-12 11:23:49.206401026~2018-04-12 11:39:01.286378765,dst,380007,352603,file,subject,file->subject,node 352603,node 380007,node 352603,6.000 to threshold (9.821)
1464,352426,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,A0424798-212F-5A88-91EA-E9EDF1AC084E,1523546520076401148,2018-04-12 11:22:00.076401 EDT,2018-04-12 11:07:53.916423733~2018-04-12 11:23:49.206401026,dst,380007,352426,file,subject,file->subject,node 352426,node 380007,node 352426,6.000 to threshold (9.821)
1465,352228,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,99A0E28D-8E17-5E7E-A539-045D0BDA0522,1523545860126417798,2018-04-12 11:11:00.126418 EDT,2018-04-12 11:07:53.916423733~2018-04-12 11:23:49.206401026,dst,380007,352228,file,subject,file->subject,node 352228,node 380007,node 352228,6.000 to threshold (9.821)
1466,351530,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,502C993A-F923-5FF7-B913-678D74A6C9BB,1523543580056470880,2018-04-12 10:33:00.056471 EDT,2018-04-12 10:21:24.146483992~2018-04-12 10:36:33.916464626,dst,380007,351530,file,subject,file->subject,node 351530,node 380007,node 351530,6.000 to threshold (9.821)
1467,351378,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,548802DD-7BCB-5C56-8209-4B54C534479A,1523542920046490583,2018-04-12 10:22:00.046491 EDT,2018-04-12 10:21:24.146483992~2018-04-12 10:36:33.916464626,dst,380007,351378,file,subject,file->subject,node 351378,node 380007,node 351378,6.000 to threshold (9.821)
1468,351023,TN_high_below_threshold,8.914240837,0,0,,12,8.914240837,0.000000000,EVENT_EXECUTE,291F75EE-298E-57F2-A9AF-825FF63F8C27,1523541658576518165,2018-04-12 10:00:58.576518 EDT,2018-04-12 09:50:10.576527017~2018-04-12 10:05:22.446504273,dst,403795,351023,file,subject,file->subject,node 351023,node 403795,node 351023,6.000 to threshold (9.821)
1469,351012,TN_high_below_threshold,8.914240837,0,0,,14,8.914240837,0.000000000,EVENT_EXECUTE,8C1C9BF7-98CE-5EAD-9726-C8D23771084F,1523541658246511407,2018-04-12 10:00:58.246511 EDT,2018-04-12 09:50:10.576527017~2018-04-12 10:05:22.446504273,dst,403795,351012,file,subject,file->subject,node 351012,node 403795,node 351012,6.000 to threshold (9.821)
1470,350983,TN_high_below_threshold,8.914240837,0,0,,35,8.914240837,0.000000000,EVENT_EXECUTE,22C64B51-6DDF-5EC2-A926-4AD2CC7CC31C,1523541600056515875,2018-04-12 10:00:00.056516 EDT,2018-04-12 09:50:10.576527017~2018-04-12 10:05:22.446504273,dst,380007,350983,file,subject,file->subject,node 350983,node 380007,node 350983,6.000 to threshold (9.821)
1471,350885,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,BF57D7FE-25E9-5061-9119-DBD21C9A82D8,1523541300076518476,2018-04-12 09:55:00.076519 EDT,2018-04-12 09:50:10.576527017~2018-04-12 10:05:22.446504273,dst,380007,350885,file,subject,file->subject,node 350885,node 380007,node 350885,6.000 to threshold (9.821)
1472,350510,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,F14DCE61-5089-5E97-8C5F-23B7F61338C5,1523539980046549054,2018-04-12 09:33:00.046549 EDT,2018-04-12 09:18:55.226567702~2018-04-12 09:34:00.316546611,dst,380007,350510,file,subject,file->subject,node 350510,node 380007,node 350510,6.000 to threshold (9.821)
1473,350310,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,8DC57E42-BEAA-5A87-89FC-05ACBE4231AE,1523539320056565514,2018-04-12 09:22:00.056566 EDT,2018-04-12 09:18:55.226567702~2018-04-12 09:34:00.316546611,dst,380007,350310,file,subject,file->subject,node 350310,node 380007,node 350310,6.000 to threshold (9.821)
1474,349943,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,63C330C5-7B07-5E26-ADBD-79CEC2012AB4,1523538000046593339,2018-04-12 09:00:00.046593 EDT,2018-04-12 08:47:40.456610532~2018-04-12 09:02:48.286590338,dst,380007,349943,file,subject,file->subject,node 349943,node 380007,node 349943,6.000 to threshold (9.821)
1475,349854,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,36F8ABB7-D938-569D-B355-996F50DBC1F6,1523537700076599333,2018-04-12 08:55:00.076599 EDT,2018-04-12 08:47:40.456610532~2018-04-12 09:02:48.286590338,dst,380007,349854,file,subject,file->subject,node 349854,node 380007,node 349854,6.000 to threshold (9.821)
1476,349693,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,EEE99DCE-81B3-5029-B6B7-7D06D8DE53ED,1523537040046616345,2018-04-12 08:44:00.046616 EDT,2018-04-12 08:32:33.246646576~2018-04-12 08:47:40.446609823,dst,380007,349693,file,subject,file->subject,node 349693,node 380007,node 349693,6.000 to threshold (9.821)
1477,349540,TN_high_below_threshold,8.914240837,0,0,,34,8.914240837,0.000000000,EVENT_EXECUTE,29B29217-0D53-57B3-B2F1-15DA9E365A68,1523536380046628854,2018-04-12 08:33:00.046629 EDT,2018-04-12 08:32:33.246646576~2018-04-12 08:47:40.446609823,dst,380007,349540,file,subject,file->subject,node 349540,node 380007,node 349540,6.000 to threshold (9.821)
1478,349379,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,3252C37F-0A68-5BFF-B7DF-3FAFA2BF2D09,1523535720036643881,2018-04-12 08:22:00.036644 EDT,2018-04-12 08:17:25.856649209~2018-04-12 08:32:33.206633712,dst,380007,349379,file,subject,file->subject,node 349379,node 380007,node 349379,6.000 to threshold (9.821)
1479,348631,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,68BA60E4-775E-54D5-96D3-5DDDF83D9261,1523532120066724530,2018-04-12 07:22:00.066725 EDT,2018-04-12 07:14:50.746734259~2018-04-12 07:30:22.316713626,dst,380007,348631,file,subject,file->subject,node 348631,node 380007,node 348631,6.000 to threshold (9.821)
1480,348479,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,60DA8B9D-F8EE-56F5-8DA8-478E6EC8488C,1523531460056741196,2018-04-12 07:11:00.056741 EDT,2018-04-12 06:59:48.526754654~2018-04-12 07:14:50.746734259,dst,380007,348479,file,subject,file->subject,node 348479,node 380007,node 348479,6.000 to threshold (9.821)
1481,348283,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,F2A99BC9-FC90-5E5E-9DF7-F3F89241F6A9,1523530800076756083,2018-04-12 07:00:00.076756 EDT,2018-04-12 06:59:48.526754654~2018-04-12 07:14:50.746734259,dst,380007,348283,file,subject,file->subject,node 348283,node 380007,node 348283,6.000 to threshold (9.821)
1482,341502,TN_high_below_threshold,8.914240837,0,0,,13,8.914240837,0.000000000,EVENT_EXECUTE,B851F894-C301-58A9-8517-DE013579A3EE,1523498458497496257,2018-04-11 22:00:58.497496 EDT,2018-04-11 21:47:10.527508125~2018-04-11 22:02:19.047473635,dst,403795,341502,file,subject,file->subject,node 341502,node 403795,node 341502,6.000 to threshold (9.821)
1483,341489,TN_high_below_threshold,8.914240837,0,0,,15,8.914240837,0.000000000,EVENT_EXECUTE,EA94289D-73AB-5203-839C-9D11B6F253EB,1523498458227492766,2018-04-11 22:00:58.227493 EDT,2018-04-11 21:47:10.527508125~2018-04-11 22:02:19.047473635,dst,403795,341489,file,subject,file->subject,node 341489,node 403795,node 341489,6.000 to threshold (9.821)
1484,341458,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,63D24FFA-ECCA-5EE9-893D-9A6E838A2649,1523498400057490239,2018-04-11 22:00:00.057490 EDT,2018-04-11 21:47:10.527508125~2018-04-11 22:02:19.047473635,dst,380007,341458,file,subject,file->subject,node 341458,node 380007,node 341458,6.000 to threshold (9.821)
1485,341393,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,E3C5F3BE-051E-556F-8184-6547E818490C,1523498100057488736,2018-04-11 21:55:00.057489 EDT,2018-04-11 21:47:10.527508125~2018-04-11 22:02:19.047473635,dst,380007,341393,file,subject,file->subject,node 341393,node 380007,node 341393,6.000 to threshold (9.821)
1486,341253,TN_high_below_threshold,8.914240837,0,0,,40,8.914240837,0.000000000,EVENT_EXECUTE,6D779CEB-A6A8-5A7E-976A-6A449B733321,1523497440037500913,2018-04-11 21:44:00.037501 EDT,2018-04-11 21:31:48.457519846~2018-04-11 21:47:10.367496723,dst,380007,341253,file,subject,file->subject,node 341253,node 380007,node 341253,6.000 to threshold (9.821)
1487,341119,TN_high_below_threshold,8.914240837,0,0,,35,8.914240837,0.000000000,EVENT_EXECUTE,1874E0E9-0A39-5073-96E6-3D2AE8267BCF,1523496780047516065,2018-04-11 21:33:00.047516 EDT,2018-04-11 21:31:48.457519846~2018-04-11 21:47:10.367496723,dst,380007,341119,file,subject,file->subject,node 341119,node 380007,node 341119,6.000 to threshold (9.821)
1488,339812,TN_high_below_threshold,8.914240837,0,0,,40,8.914240837,0.000000000,EVENT_EXECUTE,FE8A73E6-074F-50E8-BA8A-EF23EF513181,1523490900077646220,2018-04-11 19:55:00.077646 EDT,2018-04-11 19:44:00.057660100~2018-04-11 19:59:12.947641041,dst,380007,339812,file,subject,file->subject,node 339812,node 380007,node 339812,6.000 to threshold (9.821)
1489,339668,TN_high_below_threshold,8.914240837,0,0,,38,8.914240837,0.000000000,EVENT_EXECUTE,3D15560B-29FC-5A8A-B78A-3566C903A5CD,1523490240047661351,2018-04-11 19:44:00.047661 EDT,2018-04-11 19:27:56.777684516~2018-04-11 19:44:00.057660100,dst,380007,339668,file,subject,file->subject,node 339668,node 380007,node 339668,6.000 to threshold (9.821)
1490,339534,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,E4E2795D-C5B2-59B4-9ABC-E1AC0F9F26B6,1523489580057678608,2018-04-11 19:33:00.057679 EDT,2018-04-11 19:27:56.777684516~2018-04-11 19:44:00.057660100,dst,380007,339534,file,subject,file->subject,node 339534,node 380007,node 339534,6.000 to threshold (9.821)
1491,339379,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,E2E4A7E6-AA68-5455-B1E8-B3DB56C30723,1523488920067692982,2018-04-11 19:22:00.067693 EDT,2018-04-11 19:11:00.087713378~2018-04-11 19:27:56.697685526,dst,380007,339379,file,subject,file->subject,node 339379,node 380007,node 339379,6.000 to threshold (9.821)
1492,338877,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,91047DCB-FFB0-5C2C-A837-C3693958F36B,1523487300067731434,2018-04-11 18:55:00.067731 EDT,2018-04-11 18:39:31.827747628~2018-04-11 18:55:00.137736069,dst,380007,338877,file,subject,file->subject,node 338877,node 380007,node 338877,6.000 to threshold (9.821)
1493,338721,TN_high_below_threshold,8.914240837,0,0,,36,8.914240837,0.000000000,EVENT_EXECUTE,639FCD8B-A7EA-555B-8784-E76BABCCEA56,1523486640047740292,2018-04-11 18:44:00.047740 EDT,2018-04-11 18:39:31.827747628~2018-04-11 18:55:00.137736069,dst,380007,338721,file,subject,file->subject,node 338721,node 380007,node 338721,6.000 to threshold (9.821)
1494,338421,TN_high_below_threshold,8.914240837,0,0,,37,8.914240837,0.000000000,EVENT_EXECUTE,720DC84E-CB95-520D-824E-F008827AF446,1523485320047773674,2018-04-11 18:22:00.047774 EDT,2018-04-11 18:08:15.957789548~2018-04-11 18:23:56.867769495,dst,380007,338421,file,subject,file->subject,node 338421,node 380007,node 338421,6.000 to threshold (9.821)
1495,338293,TN_high_below_threshold,8.914240837,0,0,,39,8.914240837,0.000000000,EVENT_EXECUTE,8ACF60ED-5520-58E3-BDC5-E77EAEA4A760,1523484660057788025,2018-04-11 18:11:00.057788 EDT,2018-04-11 18:08:15.957789548~2018-04-11 18:23:56.867769495,dst,380007,338293,file,subject,file->subject,node 338293,node 380007,node 338293,6.000 to threshold (9.821)
