rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
476,95706,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,5190c4e4-0446-4f81-bc87-a9e64b6ea93b,1569433749105000000,2019-09-25 13:49:09.105000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95706,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{7E6F9F71-AE51-4EDE-8178-75FB448B1AB1},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{7E6F9F71-AE51-4EDE-8178-75FB448B1AB1},6.000 to coverage score (16.262)
477,95705,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,83233626-10cd-46b7-9593-332ec063459e,1569433749105000000,2019-09-25 13:49:09.105000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95705,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{7BF2C773-43DE-414A-9A94-87EDB31194AC},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{7BF2C773-43DE-414A-9A94-87EDB31194AC},6.000 to coverage score (16.262)
478,95704,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,13a530aa-5fe4-4ede-a72f-de0e0f0de72a,1569433749102000000,2019-09-25 13:49:09.102000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95704,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{787EE54E-6397-4DB3-A425-F73C80AB56FF},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{787EE54E-6397-4DB3-A425-F73C80AB56FF},6.000 to coverage score (16.262)
479,95703,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,85b2e87b-2871-4f1a-9f90-513fec3b25be,1569433749102000000,2019-09-25 13:49:09.102000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95703,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{716FB7A0-8D1C-443A-8D52-E6532214BF40},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{716FB7A0-8D1C-443A-8D52-E6532214BF40},6.000 to coverage score (16.262)
480,95702,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,2a2df3b0-9054-4037-a280-526c37641a1f,1569433749102000000,2019-09-25 13:49:09.102000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95702,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{8490FD2D-37E5-4470-B18A-7391116DC195},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{8490FD2D-37E5-4470-B18A-7391116DC195},6.000 to coverage score (16.262)
481,95701,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,fd83d86f-b616-42a1-a619-d1f6a6118b6c,1569433749102000000,2019-09-25 13:49:09.102000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95701,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{834FD509-460A-4382-8037-01F8F0047C68},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{834FD509-460A-4382-8037-01F8F0047C68},6.000 to coverage score (16.262)
482,95700,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,609a2f33-2626-4c38-b1f2-da8718d506a9,1569433749001000000,2019-09-25 13:49:09.001000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95700,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{7CBBA6E0-D86B-4890-9B3A-5E9A73FAB8D1},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{7CBBA6E0-D86B-4890-9B3A-5E9A73FAB8D1},6.000 to coverage score (16.262)
483,95699,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,d2339ecb-925e-47c8-9525-12730da89a82,1569433749035000000,2019-09-25 13:49:09.035000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95699,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{74AF58CD-9F28-407B-B88D-A08FD5D9FC70},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{74AF58CD-9F28-407B-B88D-A08FD5D9FC70},6.000 to coverage score (16.262)
484,95698,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,86decd01-2ac6-4c02-bbee-ecc56bc6d242,1569433748995000000,2019-09-25 13:49:08.995000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95698,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5C53AE69-1EC0-4357-80F6-5EEB0E58AED0},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5C53AE69-1EC0-4357-80F6-5EEB0E58AED0},6.000 to coverage score (16.262)
485,95697,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,ec652535-3645-40ee-bbb8-5be3294cde69,1569433748994000000,2019-09-25 13:49:08.994000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95697,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{69BAAC8A-158D-4B6B-9684-6F4D3AF2101D},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{69BAAC8A-158D-4B6B-9684-6F4D3AF2101D},6.000 to coverage score (16.262)
486,95696,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,6ff5f05f-3172-44c8-8e4d-6a514b86209d,1569433748993000000,2019-09-25 13:49:08.993000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95696,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{6FE47D58-EB2D-4302-9B7E-9F3E6FB1AC62},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{6FE47D58-EB2D-4302-9B7E-9F3E6FB1AC62},6.000 to coverage score (16.262)
487,95695,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,7dd2b66f-9011-4be1-ae31-5db650668c90,1569433748992000000,2019-09-25 13:49:08.992000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95695,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{E5250B3E-ECB8-40F3-81E2-8CFA9DB1DCF2},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{E5250B3E-ECB8-40F3-81E2-8CFA9DB1DCF2},6.000 to coverage score (16.262)
488,95694,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,f649a989-1c3d-4cc9-ad5e-8ef901a2fddf,1569433748985000000,2019-09-25 13:49:08.985000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95694,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{60A7366B-1CB4-4C26-BB15-7402D5EA0F65},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{60A7366B-1CB4-4C26-BB15-7402D5EA0F65},6.000 to coverage score (16.262)
489,95693,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,d667cd7f-219a-4f38-898b-cbe2b6cf27a7,1569433748984000000,2019-09-25 13:49:08.984000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95693,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5F23E3A3-6D8E-4D73-BA88-BF4A70F38ABF},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5F23E3A3-6D8E-4D73-BA88-BF4A70F38ABF},6.000 to coverage score (16.262)
490,95692,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,6632268f-75d7-4d34-9405-a9ac6293000c,1569433748983000000,2019-09-25 13:49:08.983000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95692,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5D07DB35-FB13-472B-BC17-38F968805EF8},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5D07DB35-FB13-472B-BC17-38F968805EF8},6.000 to coverage score (16.262)
491,95691,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,881167f2-578a-47f5-b64b-6b17f26f2e9d,1569433748982000000,2019-09-25 13:49:08.982000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95691,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{E356BB33-C0DD-40FA-8ADD-EC3034B12D1F},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{E356BB33-C0DD-40FA-8ADD-EC3034B12D1F},6.000 to coverage score (16.262)
492,95690,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,2cdc5929-cc4d-4b53-a98b-5c61fe9e9501,1569433748981000000,2019-09-25 13:49:08.981000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95690,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{68F46EF9-B945-411F-AE40-F90AC69DF298},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{68F46EF9-B945-411F-AE40-F90AC69DF298},6.000 to coverage score (16.262)
493,95689,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,3f2f4b26-4a3a-4dc1-bb5a-469b7fa67d52,1569433748979000000,2019-09-25 13:49:08.979000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95689,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{71697639-BB4D-4601-BD78-79B536B36943},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{71697639-BB4D-4601-BD78-79B536B36943},6.000 to coverage score (16.262)
494,95688,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,6d078b53-fd4d-45c1-b0b1-47a131b9eb31,1569433748978000000,2019-09-25 13:49:08.978000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95688,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{6B3D9095-EC13-4A20-8860-327406AF0C11},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{6B3D9095-EC13-4A20-8860-327406AF0C11},6.000 to coverage score (16.262)
495,95687,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,fd33f839-6c6b-4341-b88d-658c0211a42d,1569433748956000000,2019-09-25 13:49:08.956000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95687,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{58E0CAD3-B599-4331-833E-E34CFB2D2C11},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{58E0CAD3-B599-4331-833E-E34CFB2D2C11},6.000 to coverage score (16.262)
496,95686,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,c8b8c9e5-c530-46e1-ad93-c1bc826037c3,1569433748926000000,2019-09-25 13:49:08.926000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95686,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5AE41935-5A8B-4D35-9446-DA3020137A7F},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5AE41935-5A8B-4D35-9446-DA3020137A7F},6.000 to coverage score (16.262)
497,95685,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,bcb2f289-e2b3-4407-9566-64dc8d18ec8a,1569433748925000000,2019-09-25 13:49:08.925000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95685,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{59CF2AAF-AF77-44FD-8F7D-E655D8E987EE},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{59CF2AAF-AF77-44FD-8F7D-E655D8E987EE},6.000 to coverage score (16.262)
498,95684,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,64e754eb-0a61-45b4-ac6f-008f8b0389c8,1569433748924000000,2019-09-25 13:49:08.924000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95684,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{562FCF38-F5B0-4A9E-A497-E93C54B02B79},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{562FCF38-F5B0-4A9E-A497-E93C54B02B79},6.000 to coverage score (16.262)
499,95683,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,02b49a90-ba7f-495c-8472-0ff9a191f61a,1569433748897000000,2019-09-25 13:49:08.897000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95683,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5519BDC7-7A8D-4857-9A95-43C85B2674B0},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{5519BDC7-7A8D-4857-9A95-43C85B2674B0},6.000 to coverage score (16.262)
500,95682,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,4f398b89-09f2-4912-8ea0-c37b2378a0ef,1569433748896000000,2019-09-25 13:49:08.896000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95682,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{41C90F82-4B16-4DA7-B1B1-3F5EAB41F791},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{41C90F82-4B16-4DA7-B1B1-3F5EAB41F791},6.000 to coverage score (16.262)
501,95681,TN_high_below_threshold,6.741163731,0,0,,4,6.741163731,0.000000000,CREATE,9615ba64-594d-4866-a825-731f401108e2,1569433748895000000,2019-09-25 13:49:08.895000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95681,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{3CD8597D-7773-480A-B618-12106C949A29},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{3CD8597D-7773-480A-B618-12106C949A29},6.000 to coverage score (16.262)
502,95680,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,34db9eee-97f9-4fba-8d57-aeb11253d4e2,1569433748894000000,2019-09-25 13:49:08.894000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95680,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{408FD14E-4BB9-45EB-B437-28ABB56672D0},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{408FD14E-4BB9-45EB-B437-28ABB56672D0},6.000 to coverage score (16.262)
503,95679,TN_high_below_threshold,6.741163731,0,0,,3,6.741163731,0.000000000,CREATE,b2344f56-f14d-4dcf-a5ee-4236c99aea19,1569433748892000000,2019-09-25 13:49:08.892000 EDT,2019-09-25 13:49:02.184000000~2019-09-25 13:49:40.133000000,dst,10556,95679,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{540B3103-3BA8-49E2-9113-F76508009F54},"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/AppIconCache/100/{540B3103-3BA8-49E2-9113-F76508009F54},6.000 to coverage score (16.262)
